input_file,α,sam_ratio,subs_rate,rs,total_oligos,total_reads,mean_coverage,oligo_recovery(seq),dropout(seq),oligo_recovery(decode),dropout(decode),GRAND_pass_oligos,GRAND_fail_oligos,GRAND_success_rate,chunks_recovered,total_chunks,data_recovery,decode_success,decode_time
lena.jpg,0.5,0.01,0.0035,,644,5659,8.79,99.38,0.62,79.5,20.5,13,18,41.94,429,429,100.0,Yes,0.21
lena.jpg,0.5,0.01,0.0035,,644,5713,8.87,98.76,1.24,81.83,18.17,15,19,44.12,429,429,100.0,Yes,0.23
lena.jpg,0.5,0.01,0.0035,,644,5735,8.91,99.07,0.93,78.88,21.12,6,10,37.5,429,429,100.0,Yes,0.19
lena.jpg,0.5,0.01,0.0035,,644,5820,9.04,99.53,0.47,81.83,18.17,12,23,34.29,429,429,100.0,Yes,0.23
lena.jpg,0.5,0.01,0.0035,,644,5816,9.03,99.07,0.93,79.04,20.96,17,24,41.46,429,429,100.0,Yes,0.23
lena.jpg,0.5,0.01,0.0035,,644,6044,9.39,99.69,0.31,79.5,20.5,8,24,25.0,429,429,100.0,Yes,0.22
lena.jpg,0.5,0.01,0.0035,,644,6082,9.44,99.22,0.78,79.35,20.65,13,17,43.33,429,429,100.0,Yes,0.23
lena.jpg,0.5,0.01,0.0035,,644,6123,9.51,99.69,0.31,78.57,21.43,16,19,45.71,429,429,100.0,Yes,0.22
lena.jpg,0.5,0.01,0.0035,,644,6157,9.56,99.84,0.16,82.45,17.55,10,18,35.71,429,429,100.0,Yes,0.22
lena.jpg,0.5,0.01,0.0035,,644,6118,9.5,99.07,0.93,79.35,20.65,8,12,40.0,429,429,100.0,Yes,0.26
lena.jpg,0.5,0.01,0.0035,,644,6493,10.08,99.84,0.16,79.04,20.96,11,23,32.35,429,429,100.0,Yes,0.23
lena.jpg,0.5,0.01,0.0035,,644,6431,9.99,99.53,0.47,82.14,17.86,12,19,38.71,429,429,100.0,Yes,0.24
lena.jpg,0.5,0.01,0.0035,,644,6504,10.1,99.38,0.62,78.88,21.12,10,19,34.48,429,429,100.0,Yes,0.24
lena.jpg,0.5,0.01,0.0035,,644,6499,10.09,99.38,0.62,86.8,13.2,10,24,29.41,429,429,100.0,Yes,0.24
lena.jpg,0.5,0.01,0.0035,,644,6336,9.84,99.53,0.47,78.73,21.27,11,23,32.35,429,429,100.0,Yes,0.22
